track_name,artist,popularity,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Livin' On Love,Alan Jackson,61,26iYJEimPCE0ozDlpj0UFN,country,0.705,0.669,9,-5.974,1,0.0262,0.163,3.41e-06,0.0966,0.673,118.539,228733,4
A Simple Song,Chris Stapleton,61,1XXl9pl7ObojHbyJetY75n,country,0.611,0.198,5,-16.525,1,0.0285,0.87,0.000432,0.109,0.412,77.301,216013,4
If I Didn’t Wear Boots,Riley Green,59,2imQgpXrOacGLfgx9nevja,country,0.426,0.897,7,-4.549,1,0.0326,0.00101,0.0,0.337,0.52,155.823,180360,4
2016,Sam Hunt,60,5ehN5A3B3lDwmFCYO63Wk6,country,0.52,0.384,6,-8.168,1,0.0362,0.596,0.0,0.103,0.328,149.536,235053,5
I Swear (To God),Tyler Childers,60,3jSc6a7N6L9RhAhxjh9VQP,country,0.59,0.572,4,-4.684,1,0.0266,0.843,0.229,0.33,0.924,89.721,200493,4
ONE BEER (feat. Lauren Alaina & Devin Dawson),HARDY,62,5Y05LYM8LhnQN78GqfjSeK,country,0.516,0.745,2,-8.352,1,0.0774,0.564,0.0,0.275,0.826,186.006,173173,3
All My Friends Say,Luke Bryan,59,539dFCMA8lfEElDPgGpcIB,country,0.683,0.9,9,-4.422,1,0.0333,0.0439,0.0,0.177,0.962,117.036,242800,4
All My Ex's Live In Texas,George Strait,58,7k1Xm1wy00hCKJDYJL5p1n,country,0.764,0.333,9,-15.921,1,0.0308,0.217,1.02e-05,0.11,0.738,130.541,200827,4
I Love a Rainy Night,Eddie Rabbitt,62,0zvNHIL7ci0ZzIoWU6RO2u,country,0.685,0.718,0,-7.724,1,0.0521,0.122,0.0,0.0556,0.958,131.463,191067,4
Hard Days,Brantley Gilbert,59,2AqbOAAgaNRygNIJYcM69I,country,0.308,0.616,8,-6.947,1,0.0363,0.0344,4.01e-06,0.102,0.41,72.273,178419,4
A Guy Walks Into a Bar,Tyler Farr,59,16PNN9wK1LbedzcTp7y8y0,country,0.428,0.78,0,-3.472,1,0.0373,0.083,0.0,0.115,0.431,147.986,196000,4
Lonely One,Luke Combs,61,5w5fbyYHo5129Ce4c7qeWa,country,0.495,0.628,8,-5.288,1,0.029,0.131,6.77e-06,0.104,0.414,144.944,206107,4
Angels Workin' Overtime,Luke Combs,61,3owCCrMPs3IoEAkm0xo4K2,country,0.639,0.972,4,-3.993,0,0.073,0.188,3.6e-05,0.254,0.725,129.999,253787,4
"10,000 Hours (with Justin Bieber) - Piano",Dan + Shay,67,6HjF1gzVEZMb4GplnGl9B3,country,0.426,0.366,10,-6.514,1,0.0312,0.765,0.0,0.117,0.386,179.736,172320,4
T-R-O-U-B-L-E,Travis Tritt,59,5YY64mW5PL5waJKUsIJIQt,country,0.297,0.982,7,-4.326,1,0.051,0.0133,0.000699,0.689,0.793,179.311,180160,4
If Heaven Wasn't So Far Away,Justin Moore,58,0aW7CSfoMBKBzLE7VerHyn,country,0.374,0.657,11,-6.086,1,0.0325,0.0434,0.0,0.219,0.376,74.234,223280,4
Fuss & Fight,Koe Wetzel,59,0NCnQYoe5YdxFjJQgEM5rX,country,0.652,0.798,2,-5.592,0,0.0669,0.00486,0.0,0.131,0.292,141.014,240266,4
Breakdown,Tom Petty and the Heartbreakers,64,5x53pbGk6sbl1BGom19QQ5,country,0.625,0.35,9,-8.395,0,0.0436,0.398,6.76e-05,0.123,0.69,113.688,163893,4
homecoming queen?,Kelsea Ballerini,61,1s71G3V7XQaVo5IOR6gLbp,country,0.462,0.512,9,-5.443,1,0.0334,0.478,0.0,0.0993,0.29,114.014,167796,4
That Don't Impress Me Much,Shania Twain,67,4I7DV3MIgxJGlObiy9s6nx,country,0.743,0.873,10,-4.943,0,0.0507,0.14,0.0,0.142,0.965,125.005,238707,5
All Around You,Sturgill Simpson,61,2su9lOnI21rEmHdBcWjM2B,country,0.663,0.628,11,-8.824,1,0.0293,0.614,0.578,0.355,0.433,97.305,189013,3
End Of The Line,Traveling Wilburys,68,4HA2jo7wkMdN1lmLO6ryzE,country,0.578,0.836,2,-6.607,1,0.0512,0.163,1.36e-06,0.0583,0.932,167.026,209520,4
Let the Moonshine,Luke Combs,61,05DejmhRYCktQogzOVX1H9,country,0.491,0.834,6,-5.101,1,0.0341,0.0735,6.42e-06,0.0953,0.561,161.788,209267,4
She,Jake Scott,64,2M8Dre5FFAjt43a9NglGgm,country,0.509,0.339,9,-10.677,1,0.0334,0.0983,0.0,0.525,0.124,133.983,209166,4
Times We Had,Taylor Ray Holbrook,60,07BnMSbUANs8DDRZ1HDoy8,country,0.752,0.571,7,-8.765,1,0.084,0.0939,0.0,0.0797,0.408,135.917,200683,4
She Ain't In It,Jon Pardi,58,1Be8liECvEP5NYZjYvukbI,country,0.395,0.674,5,-4.626,1,0.028,0.127,3.37e-05,0.332,0.585,185.647,198467,4
Daydream Believer,The Monkees,69,7uEcCGtM1FBBGIhPozhJjv,country,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,179613,4
White House Road (OurVinyl Sessions),Tyler Childers,61,5zyCCvnG7J0BbSiUS4ogtm,country,0.535,0.41,0,-8.646,1,0.0364,0.475,0.0,0.0876,0.38,81.826,268000,4
Good Vibes,Chris Janson,57,49oBFP6ZHPtd6t33LFTD3E,country,0.582,0.846,0,-2.771,1,0.0451,0.022,0.0,0.133,0.736,92.004,165587,4
Cool Anymore,Jordan Davis,61,4H1ScKTo6abUt8yTXDewct,country,0.519,0.738,7,-5.452,1,0.0327,0.133,0.0,0.0986,0.506,155.972,200416,4
Take It to the Limit - 2013 Remaster,Eagles,65,2cWHN0WK52RGAWHgaDamUA,country,0.435,0.423,11,-8.795,1,0.024,0.0916,0.000659,0.132,0.451,91.137,287091,3
"One Bourbon, One Scotch, One Beer",George Thorogood & The Destroyers,64,0s995gCthqnYJCWGvfKpNt,country,0.552,0.643,9,-14.523,1,0.14,0.144,0.0027,0.0878,0.763,136.764,506720,4
Hotel California - 2013 Remaster,Eagles,62,4Vn7TykT27PIygBiZjTR2s,country,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4
Elvira,The Oak Ridge Boys,59,0mG66FLhO0iZ6XCAGdjpax,country,0.825,0.285,8,-17.491,1,0.0326,0.188,0.00131,0.0539,0.86,126.946,225627,4
Better Than Me,Riley Green,58,78GzKUvv47KVd9VT0UZv77,country,0.469,0.501,1,-5.98,1,0.0298,0.321,0.0,0.117,0.471,150.197,231467,4
Sunny and 75,Joe Nichols,58,1rGLPyb4LMojT4wpxiZTp8,country,0.531,0.893,0,-4.422,1,0.055,0.184,1.01e-06,0.101,0.323,120.045,206947,4
Right Where I Need To Be,Gary Allan,58,3hfMKCMfKcKctpjtH0TB76,country,0.522,0.747,1,-4.789,1,0.0297,0.235,1.06e-05,0.0964,0.645,82.85,182103,4
Be Careful What You Wish For,Luke Combs,61,5gfK6bZFaApxdSHsHXrwPD,country,0.501,0.876,3,-4.792,1,0.0404,0.0106,0.0,0.135,0.681,159.025,175493,4
Speechless (feat. Tori Kelly),Dan + Shay,62,7nsOsdlqa9Srr1LBYyd9pC,country,0.562,0.383,6,-6.063,1,0.0337,0.664,0.0,0.259,0.497,135.15,208960,4
Hate Goes On,Jelly Roll,60,2MZyHeZDXnvF6TWfCw18wB,country,0.736,0.866,11,-5.714,0,0.109,0.0612,0.0,0.0465,0.646,110.05,163104,4
Tattoos on This Town,Jason Aldean,58,2SEsRxNSXidnMOZoTEzX1k,country,0.359,0.784,7,-4.404,1,0.0438,0.0181,2.72e-05,0.0989,0.444,78.494,202467,4
Every Little Honky Tonk Bar,George Strait,58,1OfEfwXp9IKC5qRTtiGUWg,country,0.66,0.83,5,-5.099,1,0.029,0.292,0.0,0.141,0.856,122.079,194840,4
Lyin' Eyes - 2013 Remaster,Eagles,66,5lQKRR3MdJLtAwNBiT8Cq0,country,0.669,0.673,7,-9.754,1,0.0248,0.203,0.0271,0.164,0.867,132.68,381999,4
When I've Been Drinkin',Jon Pardi,59,59O0lOCAMdBugXQrEGR6A6,country,0.857,0.558,11,-6.081,1,0.0385,0.395,0.0,0.111,0.932,112.992,197547,4
Holler,Granger Smith,59,7dzFz1IeET9tLaZYF9b3NO,country,0.605,0.703,5,-6.185,0,0.0429,0.000908,0.0105,0.0979,0.414,120.071,182489,4
Drinkin' Problem,Midland,59,2qcHhMi1MQBDEtzy8p4tRR,country,0.622,0.763,9,-6.4,1,0.0263,0.055,8.91e-06,0.315,0.621,102.0,221467,4
Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash",65,2PuUFT13yCzUOZun94WOXv,country,0.451,0.364,9,-13.126,1,0.0436,0.469,0.0,0.197,0.298,154.206,444053,4
Velvet Elvis,Kacey Musgraves,59,65krgqLiZqW12PZAUQ9l2x,country,0.677,0.616,1,-5.241,1,0.032,0.173,0.0,0.0427,0.736,89.988,154387,4
If I Could Make a Living,Clay Walker,59,7njoWVpJbAiTkyT6rKwbze,country,0.599,0.75,5,-6.767,1,0.0319,0.188,0.0,0.314,0.909,156.002,134373,4
Red Dirt Road,Brooks & Dunn,59,5QHElgktygMkgRdpPhXfn2,country,0.553,0.864,5,-4.038,1,0.0414,0.0736,0.000311,0.138,0.437,136.128,260017,4
Dear Rodeo (with Reba McEntire),Cody Johnson,59,0MyD9ogJwN6z4pq7RCyiFa,country,0.502,0.635,10,-5.055,1,0.0285,0.0108,2.67e-05,0.109,0.398,146.196,254653,4
Rock Salt and Nails (Live),Tyler Childers,60,20dkebBtPR4AJ8vVos41Gw,country,0.449,0.296,0,-12.608,1,0.0361,0.892,0.000755,0.892,0.139,139.828,194813,3
Summertime,Kenny Chesney,58,3cE5ltZFHmBpiS77itKaOM,country,0.48,0.928,4,-5.501,1,0.0899,0.169,0.0,0.0479,0.713,167.986,206587,4
Delta Dawn,Tanya Tucker,59,7GH8qNOm2gEKryVUyVzkmt,country,0.619,0.507,5,-7.677,1,0.0335,0.71,0.0,0.258,0.694,77.995,175200,4
Summer Breeze,Seals and Crofts,66,01UYpHuzHi4eB9PAbDoPY2,country,0.49,0.581,5,-6.566,1,0.0388,0.553,0.0177,0.0764,0.318,88.718,205480,4
I Can't Make You Love Me,Bonnie Raitt,68,69uJi5QsBtqlYkGURTBli8,country,0.588,0.149,7,-16.728,0,0.0319,0.846,9.65e-05,0.236,0.113,124.689,332960,4
Keep Me in Mind,Zac Brown Band,58,2RWoCx917at0tDmpvIyiMH,country,0.684,0.715,6,-6.132,1,0.0336,0.159,0.0,0.181,0.564,96.018,214107,4
19 You + Me,Dan + Shay,60,7ongSdLv28Z27WeCrzZXwB,country,0.493,0.67,6,-5.131,1,0.0298,0.319,0.0,0.102,0.451,151.989,217407,3
All Night,Brothers Osborne,59,3QZ0JGwujsufdE5yiONIzO,country,0.748,0.86,4,-4.725,0,0.0336,0.00451,0.00187,0.148,0.937,119.987,168400,4
She's In Love With The Boy,Trisha Yearwood,59,4EJvW4NHAk7TrIeX44jjXF,country,0.753,0.822,3,-4.914,1,0.031,0.518,1.72e-06,0.125,0.765,125.0,245787,4
Mind Reader,Dustin Lynch,58,2MNapHbu7QASoukvVVIxyr,country,0.394,0.8,4,-4.17,0,0.0413,0.0266,0.0,0.184,0.525,162.053,185413,4
Proud Mary,Creedence Clearwater Revival,62,2EZc13S7YRi6bTS3SKteRN,country,0.72,0.391,2,-16.595,1,0.0342,0.163,8.29e-05,0.046,0.786,120.794,187227,4
Blue Sky,Allman Brothers Band,64,6iX1QW1gGIVNEItnqyvFfH,country,0.491,0.47,4,-13.45,1,0.0264,0.747,0.747,0.128,0.846,93.964,311704,4
Day Drinking,Little Big Town,58,1pxXqJZBrCREdC0s4Xs6Xz,country,0.591,0.959,9,-2.515,1,0.057,0.103,0.0,0.779,0.86,163.883,178840,4
You Time,Scotty McCreery,59,0pJalGEYsRikSogLkXU6KV,country,0.55,0.767,9,-6.281,1,0.0248,0.00141,3.07e-06,0.143,0.601,104.016,192027,3
Chicks Dig It - Single Edit,Chris Cagle,58,0nprj2O0teCglthuhzTG5o,country,0.596,0.921,7,-4.987,1,0.0504,0.0221,0.0,0.303,0.703,104.024,210560,4
Lookin' Out My Back Door,Creedence Clearwater Revival,68,3RTUfvRgq3pYTf7XY0FIcS,country,0.745,0.656,10,-6.393,1,0.0405,0.188,0.00337,0.0941,0.858,105.318,152453,4
Turtles All the Way Down,Sturgill Simpson,61,4NE3oWyUQI2b2NjyMyC8Bi,country,0.553,0.314,4,-9.217,1,0.0396,0.306,0.000578,0.104,0.585,91.7,188187,4
Parking Lot Party,Lee Brice,58,4HFNGbVmsMV5lHUvDuXLkl,country,0.54,0.86,1,-5.763,1,0.081,0.00646,0.0,0.629,0.856,171.72,207893,4
Hey Girl,Billy Currington,58,4CcrLWFQY4dRGMbUR59cSp,country,0.548,0.673,1,-5.29,1,0.0268,0.0158,0.0,0.0794,0.652,81.947,200533,4
Hurricane,Bob Dylan,71,1lqMLr9Wj7SM2F9AikGcxN,country,0.509,0.827,0,-7.715,1,0.079,0.0409,0.0,0.12,0.743,135.601,512733,4
Save It for a Rainy Day,Kenny Chesney,58,6wfTb2he5ANMQSFnlamnyi,country,0.538,0.775,7,-5.48,1,0.0291,0.0053,0.0,0.0807,0.614,154.889,182213,4
Let Me See Ya Girl,Cole Swindell,58,3y1t2sEahs8idFz2tiYNPO,country,0.523,0.834,6,-3.561,1,0.0281,0.254,0.0,0.393,0.445,92.99,187587,4
19 Somethin' - Greatest Hits Version,Mark Wills,59,0ElpjZyX8YBiXuYcDC1Ci9,country,0.58,0.816,4,-5.165,1,0.0726,0.132,0.0,0.0776,0.814,89.938,200467,4
Lonely Eyes,Chris Young,58,2j79NtwxoWDmkiH4MGwdLq,country,0.657,0.674,1,-5.273,1,0.0319,0.0326,1.88e-05,0.0947,0.336,106.005,217413,4
Blue Eyes Crying In the Rain,Willie Nelson,61,2uRVPeQbsEpRQD0DKr1WTo,country,0.626,0.04,4,-19.994,1,0.0405,0.928,0.00178,0.11,0.418,117.136,138600,4
Here For A Good Time,George Strait,58,11OFYsUK9EVJsQ6nutH32M,country,0.596,0.768,6,-6.753,1,0.0369,0.0858,6.23e-06,0.116,0.532,127.93,180267,4
"Don't Think Twice, It's All Right",Bob Dylan,66,2WOjLF83vqjit2Zh4B69V3,country,0.6,0.243,4,-17.085,1,0.0366,0.89,0.0022,0.249,0.468,110.535,217400,4
Shallow,Danielle Bradbery,59,6ysfrXnADdeTtW20oSybln,country,0.561,0.673,7,-4.186,1,0.0278,0.232,0.0,0.0829,0.326,95.989,207747,4
Bad Company - 2015 Remaster,Bad Company,63,36vTL8WP4ZoD1bbUaW0V3E,country,0.545,0.467,8,-10.862,1,0.0305,0.491,0.175,0.0805,0.444,113.713,288053,4
Scarecrow In The Garden,Chris Stapleton,60,2heBToLEB7odACQ3xwb32A,country,0.633,0.529,1,-10.975,0,0.0288,0.14,0.000519,0.132,0.642,121.541,200213,4
Never Go Home Again,Cody Johnson,57,0CWFczodn19J8r9dftuMMH,country,0.429,0.675,4,-5.296,0,0.0463,0.434,0.0,0.186,0.418,168.003,252147,4
Oxy Cotton,Lil Wyte,61,5PtMwNq8Dp31uYdGGacVJE,country,0.816,0.578,9,-6.912,1,0.233,0.0228,0.0,0.114,0.265,148.077,193920,4
Don't Tempt Me,Luke Combs,61,2JPgcccyZ938uv9AjCGMWq,country,0.557,0.844,7,-4.623,1,0.0376,0.00965,0.0,0.0536,0.756,147.079,211867,3
Mysteries of the World,Walker McGuire,59,4i03jcO0O06RWfddcDlQoO,country,0.548,0.742,1,-4.757,1,0.0287,0.108,0.0,0.0852,0.352,143.966,219293,4
Diamonds or Twine,Ryan Hurd,60,3nLQCvYLudPrG2q4mxnY2Y,country,0.621,0.568,2,-8.795,1,0.0311,0.145,1.65e-06,0.108,0.724,148.047,211085,4
Midnight Train To Memphis,Chris Stapleton,61,6tInq1Sn2eehdsQGA9Aafh,country,0.28,0.93,9,-7.573,1,0.104,0.0014,0.011,0.371,0.623,177.258,222653,3
You Broke Up with Me,Walker Hayes,59,6UsoV6X96Rox9mfxoz7SFy,country,0.846,0.711,0,-7.939,1,0.061,0.496,0.0,0.247,0.883,120.013,197840,4
I'm Gonna Miss Her,Brad Paisley,59,4ipZsAA3YuqCDSXiPoEGIv,country,0.559,0.464,6,-9.687,1,0.0272,0.55,0.0,0.107,0.351,98.354,194307,4
David Ashley Parker From Powder Springs,Travis Denning,58,4fhKaRCxbWXA3BwAr3Zxjx,country,0.555,0.895,5,-4.787,1,0.0472,0.131,0.0,0.0922,0.38,138.076,210173,4
My Hometown,Charlie Robison,59,13WxL3gtXqI3CI7TlYDLqP,country,0.564,0.503,7,-8.635,1,0.0282,0.138,0.0,0.0945,0.566,141.043,262867,4
Think a Little Less,Michael Ray,58,4JjIIBNoho0V2gZjH4nEzR,country,0.521,0.805,9,-4.481,1,0.0289,0.124,0.000219,0.33,0.527,141.967,176987,4
Rearview Town,Jason Aldean,57,3yHTTHbT058Ow0favhZO38,country,0.526,0.85,10,-4.47,0,0.0313,0.023,0.0,0.0948,0.338,141.973,184173,4
Cool Again (feat. Nelly),Kane Brown,62,6SyYYyVnwYD7ovF5CdMOJp,country,0.631,0.761,4,-5.654,1,0.0444,0.0146,0.0,0.371,0.73,89.969,175333,4
We Didn't Have Much,Justin Moore,58,5v9jrgFC0zbE9Dagn1gg0G,country,0.469,0.662,6,-8.021,1,0.0335,0.427,1.93e-05,0.117,0.608,176.033,174838,4
Either Way,Chris Stapleton,60,6Wo5YxkdXgwzKQZbDg2r17,country,0.655,0.0645,4,-14.765,1,0.0429,0.854,1.11e-05,0.107,0.278,129.399,248053,4
Free Ride,The Edgar Winter Group,60,4DhbiXEuV7JxSR0wuqetTa,country,0.674,0.686,2,-11.927,1,0.0597,0.29,0.00322,0.189,0.814,124.204,187173,4
Suds in the Bucket,Sara Evans,58,6NhpIdjYoufuNNlBsgOztc,country,0.511,0.903,10,-3.163,1,0.0397,0.052,0.000529,0.304,0.898,161.992,227267,4
Heartbeat,Carrie Underwood,59,05BgC2247XGi8ySwBzOO0o,country,0.54,0.766,1,-4.478,1,0.05,0.606,0.0,0.0903,0.435,139.999,209920,4
Honey Pain,Koe Wetzel,58,19SJLJ1Gy0xSVg44GQakNf,country,0.641,0.224,7,-13.081,1,0.0387,0.658,4.55e-06,0.0991,0.177,132.915,338347,4
If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),Alabama,59,4lDHpM8kYUjVScfD8nfQ7A,country,0.449,0.645,9,-15.2,1,0.0385,0.263,2.9e-06,0.901,0.777,109.581,212667,4
Some Girls Do,Sawyer Brown,58,37JPdGgYcQAJSElj5boJx8,country,0.64,0.852,2,-6.406,1,0.028,0.0907,0.0,0.151,0.903,139.949,194320,4
All The Good Ones Are,Brothers Osborne,59,1IjgkEL1a0oBxSulmkQOUR,country,0.713,0.818,9,-4.052,1,0.0651,0.00309,0.0113,0.0657,0.922,132.037,203773,4
Tie Me Down,Taylor Ray Holbrook,59,3BGNdJigkDQsuz5zJuz1SD,country,0.517,0.446,5,-5.344,1,0.0324,0.748,0.0,0.0914,0.532,71.633,200417,4
Up All Night,Jon Pardi,58,6qewYf1Su9xeaAp9iEQpUw,country,0.549,0.713,9,-4.935,1,0.0306,0.185,0.0,0.112,0.463,162.989,209640,4
Till There's Nothing Left,Cam,59,3xERNjol68IJkC8HIicJiL,country,0.574,0.651,2,-5.648,1,0.034,0.00269,0.00109,0.228,0.311,75.752,195533,4
Lost in the Middle of Nowhere (feat. Becky G),Kane Brown,59,5KfKPfX5cZvOuHoy9io65A,country,0.559,0.754,6,-5.344,0,0.0481,0.00184,0.000462,0.0366,0.438,85.993,188920,4
Good Time,Alan Jackson,61,6lyKOW0FNW6aAZdKVgoM8m,country,0.652,0.767,9,-10.445,1,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,306773,4
Sideways,Dierks Bentley,58,19DnL1HnJiijuEfaiS0Eus,country,0.624,0.915,5,-2.627,0,0.0364,0.141,0.0,0.386,0.815,108.046,184160,3
Mine Would Be You,Blake Shelton,58,1zvQt99d5oTkEQLmSoO1yu,country,0.572,0.529,0,-6.897,1,0.0282,0.146,0.0,0.335,0.321,139.876,239507,4
Long White Line,Sturgill Simpson,60,40Xg69oisdpuP4C7xl3RkK,country,0.579,0.515,11,-7.342,1,0.03,0.144,0.0123,0.0511,0.654,88.434,241320,4
Beautiful Drug,Zac Brown Band,58,0vcfOQOvTCv8ckiRs8Xc1Z,country,0.619,0.852,8,-5.243,0,0.0808,0.0539,2.82e-06,0.124,0.339,125.943,191600,4
New Year's Day,Charlie Robison,58,7DXNTiUCWJvomSGEGMr3H8,country,0.607,0.614,7,-7.326,1,0.0264,0.248,0.0,0.359,0.623,130.092,234240,4
Said Fuck It,Upchurch,58,565K7WHuUdsm3w1dg7EgHc,country,0.6,0.884,7,-4.771,1,0.0402,0.00481,0.0,0.385,0.482,90.035,185667,4
Wave on Wave,Pat Green,59,7rS87NoPWbAkVURdVFbGH9,country,0.671,0.755,2,-5.274,1,0.0252,0.178,2.64e-05,0.0675,0.362,103.552,244373,4
Hell on Heels,Pistol Annies,58,0sgnJ5LFjEy2IuQ99NEZ1C,country,0.655,0.547,6,-5.829,1,0.0406,0.177,3.78e-05,0.118,0.383,132.226,194387,4
Killin' Time,Clint Black,57,3otZLoLcx2d74hx8RaHXh6,country,0.711,0.491,7,-10.323,1,0.0295,0.381,9.12e-06,0.249,0.671,121.294,167933,4
Jesus And Wranglers,Riley Green,58,0vgoslYFyEhs1qKMLJWg9Y,country,0.579,0.754,4,-5.249,1,0.0261,0.00805,0.0,0.0803,0.734,124.036,183560,4
Night's On Fire,David Nail,58,5y2pNuAvWcPKiORZ12e44S,country,0.54,0.776,4,-4.155,1,0.043,0.243,0.0,0.378,0.784,164.046,189733,4
Marry Me,Thomas Rhett,58,2mNunIwTYWrNEYgWYrj97p,country,0.333,0.412,3,-8.633,1,0.029,0.0977,0.0,0.112,0.474,85.028,206227,4
Give It All We Got Tonight,George Strait,58,19PJ75UGKjpBo0muDNyxPW,country,0.577,0.649,7,-7.031,1,0.027,0.253,5.03e-06,0.0798,0.339,130.313,251333,4
I Am A Man Of Constant Sorrow - Radio Edit,The Soggy Bottom Boys,61,0YwNdeDFbGP6AGwsQrtzdY,country,0.564,0.328,5,-13.096,1,0.0292,0.666,0.0,0.0915,0.725,85.881,190000,4
King Of The Road,Roger Miller,61,3XG7bMVcMWLIn2k9jLAaAt,country,0.67,0.272,11,-13.699,1,0.0704,0.717,0.0,0.178,0.613,117.996,147307,4
American Ride,Toby Keith,58,0gjqyr5z7poniYymKRwsCN,country,0.519,0.907,9,-2.681,1,0.0665,0.0829,1.57e-06,0.325,0.794,174.085,165693,4
American Nights,Morgan Wallen,59,6B4LAyly39cv8Cat9nHObl,country,0.464,0.814,7,-5.012,1,0.0313,0.13,0.000278,0.13,0.3,102.986,202267,4
Vice,Miranda Lambert,58,4Qtw0HNKSbIRT5sWUnbRXc,country,0.568,0.562,9,-7.775,1,0.0418,0.101,6.16e-05,0.363,0.247,133.647,240280,4
Girl In A Country Song,Maddie & Tae,57,1GRiBe0kNCNYpjwCHIyynI,country,0.59,0.908,8,-3.789,1,0.084,0.285,0.0,0.36,0.874,160.028,217840,4
Sippin’ On Fire,Florida Georgia Line,58,0H9Q7Vzu8nYRDBZYKbtU8d,country,0.476,0.92,10,-3.223,1,0.0329,0.00485,1.15e-05,0.355,0.694,142.952,193640,4
Campfire Cologne,Demun Jones,59,1fslCOmxtyPvE55p3KVTWY,country,0.642,0.806,6,-5.86,1,0.141,0.129,0.0,0.193,0.59,149.943,196227,4
Honky Tonk Highway,Luke Combs,61,72DdM3q1npvvRUoa1YQEOd,country,0.602,0.699,8,-4.37,1,0.0347,0.0576,0.0,0.0932,0.416,131.977,212080,4
Flirtin' with Disaster,Molly Hatchet,61,61BywQA7q8KjpGjp3rHuRv,country,0.273,0.821,9,-6.262,1,0.0433,0.00153,0.0157,0.18,0.739,179.882,299200,4
Come Over,Kenny Chesney,58,6BCrbWBpb8d6KWmEqZ41tr,country,0.466,0.704,1,-7.169,1,0.0353,0.1,2.71e-05,0.0744,0.481,176.043,248427,4
Gimme All Your Lovin',ZZ Top,69,0OBwxFLu6Yj61s2OagYbgY,country,0.63,0.788,5,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059,241080,4
Worldwide Beautiful,Kane Brown,59,431M98gFekRc9HdNfgWc7N,country,0.517,0.724,11,-5.953,1,0.0443,0.0146,0.0,0.151,0.57,143.937,208978,4
The Man Comes Around,Johnny Cash,64,3Jq9rsqmRtqcVKtzP9dnxZ,country,0.635,0.584,0,-7.912,1,0.144,0.52,0.0951,0.962,0.753,97.067,266733,4
Fooled Around And Fell In Love,Elvin Bishop,61,2hE5Lm5XOHR4t3xlhIFauP,country,0.633,0.621,10,-11.494,1,0.0313,0.042,0.0172,0.186,0.593,113.325,276000,3
Who Didn't,Logan Mize,58,7JAU3QUfAaEm2fjepyRBWd,country,0.551,0.879,10,-3.998,1,0.0426,0.318,0.0,0.134,0.834,147.911,177408,4
Fall,Kolby Cooper,57,4tmGCHso6k8srKMSBHmtlt,country,0.32,0.569,8,-5.346,1,0.0302,0.144,0.0,0.0967,0.218,135.018,206644,4
Found You,Kane Brown,59,4iLeL1aYGcQBsYcWIhXIUO,country,0.46,0.821,4,-5.333,0,0.0404,0.0528,0.0,0.0818,0.438,164.144,191733,4
Kill A Word,Eric Church,58,0ipcmHor30Y8p6hCd8QUVq,country,0.651,0.732,2,-8.037,1,0.0381,0.0164,1.58e-06,0.0925,0.638,85.023,199213,4
That Don't Sound Like You,Lee Brice,58,2l1fWY1albInvAG9t8WP2p,country,0.543,0.589,4,-9.496,1,0.0421,0.0236,2.99e-05,0.0798,0.255,129.813,210573,4
"Jesus, Etc.",Wilco,66,4wd09wCccmxUB7XVJp0RNn,country,0.756,0.28,5,-14.27,1,0.0296,0.616,0.00033,0.414,0.695,109.413,231000,4
Happens Like That,Granger Smith,58,11fWR3u9wjDMW4oVDbUbyT,country,0.557,0.807,7,-5.428,1,0.0825,0.189,0.0,0.234,0.578,81.045,171493,4
(Ghost) Riders in the Sky,Johnny Cash,63,3I1vEQhGwRK7URrTq4BqNl,country,0.572,0.668,10,-9.382,0,0.0361,0.355,0.0379,0.223,0.56,109.511,224813,4
Pushing Up Daisies (Love Alive),Brothers Osborne,59,1IxMWIX1soqNONa7H0LD6U,country,0.606,0.633,9,-7.19,1,0.032,0.152,0.000765,0.196,0.535,142.016,219013,4
Somewhere In My Car,Keith Urban,57,3MFV4DgrAOXz6KURPQxRj9,country,0.588,0.861,10,-5.531,1,0.0395,0.00546,1.38e-05,0.0797,0.525,118.008,195973,4
Lido Shuffle,Boz Scaggs,64,2NtqZmfRIDkXJ2YvY2Kv1F,country,0.593,0.783,10,-4.716,1,0.0358,0.0165,7.26e-05,0.167,0.646,141.345,221613,4
I Hate Love Songs,Kelsea Ballerini,59,0Sbeihd75SGitymHS8Bqbh,country,0.386,0.446,11,-7.807,1,0.0297,0.252,0.0,0.18,0.4,179.995,191187,3
Fool's Love Affair,Randy Travis,58,6dko4bgiL9XsKjUiqYN5V4,country,0.431,0.321,9,-11.27,1,0.0297,0.0378,0.0,0.0936,0.262,79.478,176133,3
Way Back When,Taylor Ray Holbrook,59,0DI6KGW3KwWuQEuRd0cWtT,country,0.604,0.715,8,-5.052,1,0.0505,0.0517,0.0,0.186,0.578,148.078,163189,4
